title,genres,language,country,release_year,director,actors,imdb_link,watched_date
Chain of Command,Action|Thriller,English,USA,2015,Kevin Carraway,Michael Jai White|Max Ryan|Jon Osbeck,http://www.imdb.com/title/tt4340720/,2015-01-27
The Witch,Horror|Mystery,English,USA,2015,Robert Eggers,Julian Richings|Kate Dickie|Ralph Ineson,http://www.imdb.com/title/tt4263482/,2015-04-18
Time to Choose,Documentary,English,USA,2015,Charles Ferguson,Jane Goodall|Jerry Brown|Peter Agnefjall,http://www.imdb.com/title/tt5001130/,2015-01-23
Slow West,Western,English,UK,2015,John Maclean,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn,http://www.imdb.com/title/tt3205376/,2015-04-20
Demonic,Horror|Thriller,English,USA,2015,Will Canon,Frank Grillo|Scott Mechlowicz|Aaron Yoo,http://www.imdb.com/title/tt1841642/,2015-03-11
AWOL-72,Thriller,English,USA,2015,Christian Sesma,Bokeem Woodbine|Brooke Newton|Brett Wagner,http://www.imdb.com/title/tt2048865/,2015-05-02
Cinderella,Drama|Family|Fantasy|Romance,English,USA,2015,Kenneth Branagh,Hayley Atwell|Derek Jacobi|Lily James,http://www.imdb.com/title/tt1661199/,2015-10-10
Close Range,Action|Crime,English,USA,2015,Isaac Florentine,Anthony L. Fernandez|Nick Chinlund|Scott Evans,http://www.imdb.com/title/tt3511596/,2015-01-15
Unnatural,Action|Horror|Thriller,English,USA,2015,Hank Braxtan,Q'orianka Kilcher|Gregory Cruz|Allegra Carpenter,http://www.imdb.com/title/tt3551400/,2015-12-02
Sardaar Ji,Romance,Panjabi,Canada,2015,Rohit Jugraj,Bhavkhandan Singh Rakhra|Neeru Bajwa|Diljit Dosanjh,http://www.imdb.com/title/tt4080386/,2015-11-06
Stung,Comedy|Horror,English,Germany,2015,Benni Diez,Clifton Collins Jr.|Cecilia Pillado|David Masterson,http://www.imdb.com/title/tt3300572/,2015-01-24
The Rise of the Krays,Crime|Drama,English,UK,2015,Zackary Adler,Simon Merrells|Kevin Leslie|Kris Sommerville,http://www.imdb.com/title/tt2945796/,2015-05-23
Do You Believe?,Drama,English,USA,2015,Jon Gunn,Alexa PenaVega|Delroy Lindo|Madison Pettis,http://www.imdb.com/title/tt4056738/,2015-05-27
Eden,Drama|Thriller,English,Spain,2015,Shyam Madiraju,Jessica Lowndes|Ethan Peck|Brad Schmidt,http://www.imdb.com/title/tt3032282/,2015-03-30
Mi America,Crime|Drama,English,USA,2015,Robert Fontaine,Michael Derek|Arturo Castro|Brad Lee Wind,http://www.imdb.com/title/tt2460506/,2015-06-10
Sharkskin,Comedy|Drama|Mystery|Romance|Thriller,English,USA,2015,Dan Perri,Travis Myers|David Proval|Carmen Argenziano,http://www.imdb.com/title/tt2317796/,2015-03-28
Containment,Horror|Sci-Fi|Thriller,English,UK,2015,Neil Mcenery-West,Walter Hendrix III|Michael Chapman|Louise Brealey,http://www.imdb.com/title/tt3561236/,2015-08-18
The Timber,Adventure|Drama|Western,English,USA,2015,Anthony O'Brien,James Ransone|Maria Doyle Kennedy|Shaun O'Hagan,http://www.imdb.com/title/tt2215673/,2015-07-21
We Are Your Friends,Drama|Music|Romance,English,UK,2015,Max Joseph,Vanessa Lengies|Emily Ratajkowski|Jonny Weston,http://www.imdb.com/title/tt3787590/,2015-10-19
Captive,Crime|Drama|Thriller,English,USA,2015,Jerry Jameson,David Oyelowo|Leonor Varela|Sydelle Noel,http://www.imdb.com/title/tt3268668/,2015-07-24
The Diary of a Teenage Girl,Drama|Romance,English,USA,2015,Marielle Heller,Alexander Skarsgård|David Fine|Austin Lyon,http://www.imdb.com/title/tt3172532/,2015-07-03
Stonewall,Drama,English,USA,2015,Roland Emmerich,Jeremy Irvine|Caleb Landry Jones|Matt Craven,http://www.imdb.com/title/tt3018070/,2015-01-26
Circle,Drama|Horror|Mystery|Sci-Fi|Thriller,English,USA,2015,Aaron Hann,Jordi Vilasuso|Michael McLafferty|Kaiwi Lyman-Mersereau,http://www.imdb.com/title/tt3118452/,2015-11-16
To Be Frank Sinatra at 100,Documentary,English,UK,2015,Simon Napier-Bell,Alice Cooper|Tim Rice|Louis Walsh,http://www.imdb.com/title/tt4704314/,2015-10-09
The Walking Deceased,Comedy|Horror,English,USA,2015,Scott Dow,Trenton Rostedt|Wray Crawford|Dave Sheridan,http://www.imdb.com/title/tt3499458/,2015-11-29
The Curse of Downers Grove,Drama|Horror|Mystery|Thriller,English,USA,2015,Derick Martini,Kevin Zegers|Bella Heathcote|Tom Arnold,http://www.imdb.com/title/tt1772261/,2015-05-31
Shark Lake,Thriller,English,USA,2015,Jerry Dugan,Melissa Bolona|Michael Aaron Milligan|James Chalke,http://www.imdb.com/title/tt4416518/,2015-11-24
The Marine 4: Moving Target,Action|Thriller,English,USA,2015,William Kaufman,Paul McGillion|Mike 'The Miz' Mizanin|David Lewis,http://www.imdb.com/title/tt3528666/,2015-10-15
Abandoned,Drama,English,New Zealand,2015,John Laing,Siobhan Marshall|Peter Feeney|Rachel Nash,http://www.imdb.com/title/tt4519006/,2015-09-16
Brotherly Love,Drama,English,USA,2015,Jamal Hill,Logan Browning|Adam Ratcliffe|Faizon Love,http://www.imdb.com/title/tt3262990/,2015-05-04
Vaalu,Comedy|Romance,Tamil,India,2015,Vijay Chandar,Hansika Motwani|T.R. Silambarasan|Brahmanandam,http://www.imdb.com/title/tt3566698/,2015-03-05
Road Hard,Comedy,English,USA,2015,Adam Carolla,Jay Mohr|Jim O'Heir|David Alan Grier,http://www.imdb.com/title/tt3110770/,2015-08-07
Me You and Five Bucks,Comedy|Drama|Romance,English,USA,2015,Jaime Zevallos,Angela Sarafyan|Jaime Zevallos|Michael Elian,http://www.imdb.com/title/tt2265431/,2015-06-20
Growing Up Smith,Comedy|Drama|Family,English,USA,2015,Frank Lotito,Brighton Sharbino|Jake Busey|Tim Guinee,http://www.imdb.com/title/tt1105355/,2015-03-18
Checkmate,Action|Crime|Thriller,English,USA,2015,Timothy Woodward Jr.,Katrina Law|Johnny Messner|Michael Paré,http://www.imdb.com/title/tt3781616/,2015-06-16
#Horror,Drama|Horror|Mystery|Thriller,English,USA,2015,Tara Subkoff,Timothy Hutton|Balthazar Getty|Lydia Hearst,http://www.imdb.com/title/tt3526286/,2015-11-29
Wind Walkers,Action|Horror|Thriller,English,USA,2015,Russell Friedenberg,Rudy Youngblood|Glen Powell|Kiowa Gordon,http://www.imdb.com/title/tt1236254/,2015-09-12
The Second Mother,Comedy|Drama,Portuguese,Brazil,2015,Anna Muylaert,Alex Huszar|Regina Casé|Luis Miranda,http://www.imdb.com/title/tt3742378/,2015-04-19
The Wicked Within,Horror,English,USA,2015,Jay Alaimo,William McNamara|Sabrina Carmichael|Patrick Muldoon,http://www.imdb.com/title/tt1943014/,2015-06-17
Bleeding Hearts,Horror,English,USA,2015,Dylan Bank,Seregon O'Dassey|Deirdre Lorenz|Dustin Diamond,http://www.imdb.com/title/tt2622294/,2015-12-10
Departure,Drama|Family|Romance,English,UK,2015,Andrew Steggall,Juliet Stevenson|Alex Lawther|Niamh Cusack,http://www.imdb.com/title/tt2248739/,2015-12-04
Goosebumps,Adventure|Comedy|Family|Fantasy|Horror,English,USA,2015,Rob Letterman,Odeya Rush|Dylan Minnette|Ken Marino,http://www.imdb.com/title/tt1051904/,2015-10-05
Creative Control,Drama|Sci-Fi,English,USA,2015,Benjamin Dickinson,Nora Zehetner|Alexia Rasmussen|Meredith Hagner,http://www.imdb.com/title/tt3277624/,2015-07-25
Karachi se Lahore,Comedy|Family,Urdu,Pakistan,2015,Wajahat Rauf,Rasheed Naz|Ayesha Omar|Javed Sheikh,http://www.imdb.com/title/tt4590482/,2015-08-28
Fear Clinic,Horror,English,USA,2015,Robert Hall,Angelina Armani|Kevin Gage|Fiona Dourif,http://www.imdb.com/title/tt2165765/,2015-01-07
The Horror Network Vol. 1,Horror,English,USA,2015,Brian Dorton,Javier Botet|Brian Dorton|Jan Cornet,http://www.imdb.com/title/tt3034146/,2015-07-30
American Hero,Action|Comedy|Drama|Sci-Fi,English,USA,2015,Nick Love,Eddie Griffin|Christopher Berry|Michelle Tabora,http://www.imdb.com/title/tt4733536/,2015-09-14
Windsor Drive,Mystery|Thriller,English,USA,2015,Natalie Bible',Tommy O'Reilly|Samaire Armstrong|Matt Cohen,http://www.imdb.com/title/tt2311428/,2015-02-05
Adulterers,Crime|Drama|Thriller,English,USA,2015,H.M. Coakley,Mehcad Brooks|Steffinnie Phrommany|Danielle Savre,http://www.imdb.com/title/tt4044464/,2015-01-12
Walter,Comedy|Drama,English,USA,2015,Anna Mastro,Leven Rambin|Justin Kirk|Virginia Madsen,http://www.imdb.com/title/tt2016335/,2015-10-14
They Will Have to Kill Us First,Documentary,French,UK,2015,Johanna Schwartz,Aliou Touré|Garba Touré|Khaira Arby,http://www.imdb.com/title/tt4333662/,2015-08-15
Julija in alfa Romeo,Comedy,Slovenian,Slovenia,2015,Blaz Zavrsnik,Dario Nozic Serini|Spela Colja|Andrej Nahtigal,http://www.imdb.com/title/tt4374230/,2015-09-28
Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,English,USA,2015,Tim Johnson,Jim Parsons|Matt Jones|April Winchell,http://www.imdb.com/title/tt2224026/,2015-06-23
America Is Still the Place,History,English,USA,2015,Patrick Gilles,Emma Caulfield|Dylan Baker|Mike Colter,http://www.imdb.com/title/tt3417110/,2015-07-01
Subconscious,Action|Mystery|Thriller,English,USA,2015,Georgia Hilton,Mike Beckingham|Tim Abell|Tom Stedham,http://www.imdb.com/title/tt2909932/,2015-10-17
Diamond Ruff,Action,English,USA,2015,Alec Asten,Luis Sanchez|Dennis L.A. White|Fredro Starr,http://www.imdb.com/title/tt2111292/,2015-01-27
Censored Voices,Documentary|History,Hebrew,Israel,2015,Mor Loushy,Amos Oz||,http://www.imdb.com/title/tt3457376/,2015-12-19
Rotor DR1,Family|Sci-Fi,English,USA,2015,Chad Kapper,Tom E. Nicholson|Natalie Welch|Christian Kapper,http://www.imdb.com/title/tt4162992/,2015-10-05
The Looking Glass,Drama|Music,English,USA,2015,John D. Hancock,Trish Basinger|Elizabeth Stenholt|Mary Norwood,http://www.imdb.com/title/tt2912776/,2015-11-28
Bizarre,Drama|Musical|Romance,English,France,2015,Étienne Faure,Rumi Missabu|Pierre Prieur|Raquel Nave,http://www.imdb.com/title/tt3904272/,2015-09-09
Teeth and Blood,Horror,English,USA,2015,Al Franklin,Marshal Hilton|Steffinnie Phrommany|Clint Jung,http://www.imdb.com/title/tt1991199/,2015-01-01
Western Religion,Adventure|Drama|Fantasy|Thriller|Western,English,USA,2015,James O'Brien,Mark Fantasia|Vivian Lamolli|Greg Jackson,http://www.imdb.com/title/tt3210710/,2015-12-08
Shooting the Warwicks,Comedy|Drama,English,USA,2015,Adam Rifkin,Marri Savinar|Adam Rifkin|Bethany Blakey,http://www.imdb.com/title/tt2690560/,2015-05-27
The World Is Mine,Drama,Romanian,Romania,2015,Nicolae Constantin Tanase,Iulia Ciochina|Ana Maria Guran|Ana Vatamanu,http://www.imdb.com/title/tt4707756/,2015-07-07
Heroes of Dirt,Action|Drama|Sport,English,USA,2015,Eric Bugbee,Joel Moody|Bill Allen|Lia Tucker,http://www.imdb.com/title/tt1934172/,2015-10-21
Antarctic Edge: 70° South,Adventure|Documentary,English,USA,2015,Dena Seidel,Naderev Sano|Hugh Ducklow|Mike Brett,http://www.imdb.com/title/tt2780714/,2015-08-01
Romantic Schemer,Romance,English,USA,2015,Valentine,Diane Sorrentino|Valentine|,http://www.imdb.com/title/tt4607906/,2015-01-22
The Gallows,Horror|Thriller,English,USA,2015,Travis Cluff,Pfeifer Brown|Cassidy Gifford|Reese Mishler,http://www.imdb.com/title/tt2309260/,2015-01-07
Queen Crab,Action|Sci-Fi|Thriller,English,USA,2015,Brett Piper,Michelle Simone Miller|Steve Diasparra|A.J. DeLucia,http://www.imdb.com/title/tt2319456/,2015-03-09
Counting,Documentary,English,USA,2015,Jem Cohen,||,http://www.imdb.com/title/tt4462082/,2015-02-07
Dutch Kills,Crime|Drama|Thriller,English,USA,2015,Joseph Mazzella,Tjasa Ferme|Mikaal Bates|Damon Owlia,http://www.imdb.com/title/tt2759066/,2015-02-24
Exeter,Horror|Mystery|Thriller,English,USA,2015,Marcus Nispel,Ashley Tramonte|Brittany Curran|Lindsay MacDonald,http://www.imdb.com/title/tt1945044/,2015-05-19
The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,English,New Zealand,2014,Peter Jackson,Aidan Turner|Adam Brown|James Nesbitt,http://www.imdb.com/title/tt2310332/,2014-12-11
Transformers: Age of Extinction,Action|Adventure|Sci-Fi,English,USA,2014,Michael Bay,Bingbing Li|Sophia Myles|Kelsey Grammer,http://www.imdb.com/title/tt2109248/,2014-01-10
The Amazing Spider-Man 2,Action|Adventure|Fantasy|Sci-Fi,English,USA,2014,Marc Webb,Emma Stone|Andrew Garfield|B.J. Novak,http://www.imdb.com/title/tt1872181/,2014-11-02
X-Men: Days of Future Past,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,USA,2014,Bryan Singer,Jennifer Lawrence|Peter Dinklage|Hugh Jackman,http://www.imdb.com/title/tt1877832/,2014-04-22
Edge of Tomorrow,Action|Adventure|Sci-Fi,English,USA,2014,Doug Liman,Tom Cruise|Lara Pulver|Noah Taylor,http://www.imdb.com/title/tt1631867/,2014-11-11
Maleficent,Action|Adventure|Family|Fantasy|Romance,English,USA,2014,Robert Stromberg,Angelina Jolie Pitt|Sharlto Copley|Sam Riley,http://www.imdb.com/title/tt1587310/,2014-06-17
Dawn of the Planet of the Apes,Action|Adventure|Drama|Sci-Fi,English,USA,2014,Matt Reeves,Gary Oldman|Judy Greer|Kodi Smit-McPhee,http://www.imdb.com/title/tt2103281/,2014-04-26
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi,English,USA,2014,Anthony Russo,Scarlett Johansson|Chris Evans|Hayley Atwell,http://www.imdb.com/title/tt1843866/,2014-01-29
Big Hero 6,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,English,USA,2014,Don Hall,Damon Wayans Jr.|Daniel Henney|Abraham Benrubi,http://www.imdb.com/title/tt2245084/,2014-03-14
Guardians of the Galaxy,Action|Adventure|Sci-Fi,English,USA,2014,James Gunn,Bradley Cooper|Vin Diesel|Djimon Hounsou,http://www.imdb.com/title/tt2015381/,2014-06-22
Interstellar,Adventure|Drama|Sci-Fi,English,USA,2014,Christopher Nolan,Matthew McConaughey|Anne Hathaway|Mackenzie Foy,http://www.imdb.com/title/tt0816692/,2014-07-07
Mr. Peabody & Sherman,Adventure|Animation|Comedy|Family|Sci-Fi,English,USA,2014,Rob Minkoff,Ty Burrell|Zach Callison|Karan Brar,http://www.imdb.com/title/tt0864835/,2014-04-20
Exodus: Gods and Kings,Action|Adventure|Drama,English,UK,2014,Ridley Scott,Christian Bale|María Valverde|Ben Mendelsohn,http://www.imdb.com/title/tt1528100/,2014-01-28
How to Train Your Dragon 2,Action|Adventure|Animation|Comedy|Family|Fantasy,English,USA,2014,Dean DeBlois,Gerard Butler|Djimon Hounsou|America Ferrera,http://www.imdb.com/title/tt1646971/,2014-03-20
Penguins of Madagascar,Adventure|Animation|Comedy|Family,English,USA,2014,Eric Darnell,Benedict Cumberbatch|Annet Mahendru|Andy Richter,http://www.imdb.com/title/tt1911658/,2014-05-09
Noah,Action|Adventure|Drama,English,USA,2014,Darren Aronofsky,Anthony Hopkins|Emma Watson|Logan Lerman,http://www.imdb.com/title/tt1959490/,2014-03-02
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,English,USA,2014,Shawn Levy,Robin Williams|Rami Malek|Steve Coogan,http://www.imdb.com/title/tt2692250/,2014-02-05
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,English,USA,2014,Francis Lawrence,Jennifer Lawrence|Philip Seymour Hoffman|Josh Hutcherson,http://www.imdb.com/title/tt1951265/,2014-08-31
Rio 2,Adventure|Animation|Comedy|Family|Musical,English,USA,2014,Carlos Saldanha,Miguel Ferrer|Rachel Crow|Jeffrey Garcia,http://www.imdb.com/title/tt2357291/,2014-12-05
RoboCop,Action|Crime|Sci-Fi|Thriller,English,USA,2014,José Padilha,Gary Oldman|Abbie Cornish|Jennifer Ehle,http://www.imdb.com/title/tt1234721/,2014-12-26
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,English,USA,2014,Jonathan Liebesman,Noel Fisher|Danny Woodburn|Jeremy Howard,http://www.imdb.com/title/tt1291150/,2014-09-01
300: Rise of an Empire,Action|Drama|Fantasy|War,English,USA,2014,Noam Murro,Eva Green|Sullivan Stapleton|Peter Mensah,http://www.imdb.com/title/tt1253863/,2014-11-20
Hercules,Action|Adventure,English,USA,2014,Brett Ratner,Dwayne Johnson|Rufus Sewell|Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1267297/,2014-04-16
The Expendables 3,Action|Adventure|Thriller,English,USA,2014,Patrick Hughes,Jason Statham|Sylvester Stallone|Harrison Ford,http://www.imdb.com/title/tt2333784/,2014-08-21
Seventh Son,Action|Adventure|Fantasy,English,USA,2014,Sergey Bodrov,Jeff Bridges|Djimon Hounsou|Olivia Williams,http://www.imdb.com/title/tt1121096/,2014-09-08
Transcendence,Drama|Mystery|Romance|Sci-Fi|Thriller,English,UK,2014,Wally Pfister,Johnny Depp|Morgan Freeman|Clifton Collins Jr.,http://www.imdb.com/title/tt2209764/,2014-11-20
Divergent,Adventure|Mystery|Sci-Fi,English,USA,2014,Neil Burger,Kate Winslet|Theo James|Mekhi Phifer,http://www.imdb.com/title/tt1840309/,2014-08-06
Fury,Action|Drama|War,English,USA,2014,David Ayer,Brad Pitt|Logan Lerman|Jim Parrack,http://www.imdb.com/title/tt2713180/,2014-10-16
Pompeii,Action|Adventure|Drama|History|Romance,English,Canada,2014,Paul W.S. Anderson,Sasha Roiz|Currie Graham|Dylan Schombing,http://www.imdb.com/title/tt1921064/,2014-06-23
Hercules,Action|Adventure,English,USA,2014,Brett Ratner,Dwayne Johnson|Rufus Sewell|Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1267297/,2014-06-15
The Monuments Men,Drama|War,English,USA,2014,George Clooney,Bill Murray|Matt Damon|Bob Balaban,http://www.imdb.com/title/tt2177771/,2014-06-04
Dracula Untold,Action|Drama|Fantasy|Horror|War,English,USA,2014,Gary Shore,Dominic Cooper|Sarah Gadon|Zach McGowan,http://www.imdb.com/title/tt0829150/,2014-06-02
The Legend of Hercules,Action|Adventure|Fantasy,English,USA,2014,Renny Harlin,Roxanne McKee|Luke Newberry|Gaia Weiss,http://www.imdb.com/title/tt1043726/,2014-10-15
Need for Speed,Action|Crime|Drama|Thriller,English,USA,2014,Scott Waugh,Rami Malek|Dominic Cooper|Ramon Rodriguez,http://www.imdb.com/title/tt2369135/,2014-10-01
Unbroken,Biography|Drama|Sport|War,English,USA,2014,Angelina Jolie Pitt,Finn Wittrock|Jack O'Connell|Alex Russell,http://www.imdb.com/title/tt1809398/,2014-02-17
Annie,Comedy|Drama|Family|Musical,English,USA,2014,Will Gluck,Quvenzhané Wallis|Dorian Missick|David Zayas,http://www.imdb.com/title/tt1823664/,2014-02-18
I Frankenstein,Action|Fantasy|Sci-Fi|Thriller,English,Australia,2014,Stuart Beattie,Caitlin Stasey|Kevin Grevioux|Miranda Otto,http://www.imdb.com/title/tt1418377/,2014-02-15
Sin City: A Dame to Kill For,Action|Crime|Thriller,English,USA,2014,Frank Miller,Joseph Gordon-Levitt|Bruce Willis|Eva Green,http://www.imdb.com/title/tt0458481/,2014-04-25
Gone Girl,Crime|Drama|Mystery|Thriller,English,USA,2014,David Fincher,Patrick Fugit|Sela Ward|Emily Ratajkowski,http://www.imdb.com/title/tt2267998/,2014-07-19
Jack Ryan: Shadow Recruit,Action|Drama|Thriller,English,USA,2014,Kenneth Branagh,Colm Feore|Nonso Anozie|Gemma Chan,http://www.imdb.com/title/tt1205537/,2014-06-28
The Boxtrolls,Adventure|Animation|Comedy|Family|Fantasy,English,USA,2014,Graham Annable,Isaac Hempstead Wright|Dee Bradley Baker|Tracy Morgan,http://www.imdb.com/title/tt0787474/,2014-08-30
The Lego Movie,Action|Adventure|Animation|Comedy|Family|Fantasy,English,Australia,2014,Phil Lord,Morgan Freeman|Will Ferrell|Alison Brie,http://www.imdb.com/title/tt1490017/,2014-09-25
Winter's Tale,Drama|Fantasy|Mystery|Romance,English,USA,2014,Akiva Goldsman,Matt Bomer|William Hurt|Kevin Corrigan,http://www.imdb.com/title/tt1837709/,2014-02-16
American Sniper,Action|Biography|Drama|History|Thriller|War,English,USA,2014,Clint Eastwood,Bradley Cooper|Leonard Roberts|Keir O'Donnell,http://www.imdb.com/title/tt2179136/,2014-09-25
The Equalizer,Action|Crime|Thriller,English,USA,2014,Antoine Fuqua,Denzel Washington|Chloë Grace Moretz|James Wilcox,http://www.imdb.com/title/tt0455944/,2014-05-28
Paddington,Animation|Comedy|Family|Fantasy,English,UK,2014,Paul King,Julie Walters|Matt Lucas|Sally Hawkins,http://www.imdb.com/title/tt1109624/,2014-03-06
Muppets Most Wanted,Adventure|Comedy|Crime|Family|Musical,English,USA,2014,James Bobin,Ty Burrell|Tina Fey|Hugh Bonneville,http://www.imdb.com/title/tt2281587/,2014-02-10
22 Jump Street,Action|Comedy|Crime,English,USA,2014,Phil Lord,Channing Tatum|Craig Roberts|Amber Stevens West,http://www.imdb.com/title/tt2294449/,2014-10-23
Into the Woods,Adventure|Comedy|Drama|Fantasy|Musical,English,USA,2014,Rob Marshall,Johnny Depp|Meryl Streep|Anna Kendrick,http://www.imdb.com/title/tt2180411/,2014-11-14
Non-Stop,Action|Mystery|Thriller,English,UK,2014,Jaume Collet-Serra,Liam Neeson|Nate Parker|Scoot McNairy,http://www.imdb.com/title/tt2024469/,2014-05-25
The Book of Life,Adventure|Animation|Comedy|Family|Fantasy|Romance,English,USA,2014,Jorge R. Gutiérrez,Channing Tatum|Hector Elizondo|Ana de la Reguera,http://www.imdb.com/title/tt2262227/,2014-02-21
Into the Storm,Action|Thriller,English,USA,2014,Steven Quale,Matt Walsh|Alycia Debnam-Carey|Scott Lawrence,http://www.imdb.com/title/tt2106361/,2014-02-14
The Judge,Crime|Drama,English,USA,2014,David Dobkin,Robert Downey Jr.|Robert Duvall|Leighton Meester,http://www.imdb.com/title/tt1872194/,2014-11-12
Taken 3,Action|Thriller,English,France,2014,Olivier Megaton,Liam Neeson|Dougray Scott|Jon Gries,http://www.imdb.com/title/tt2446042/,2014-04-20
Blended,Comedy|Romance,English,USA,2014,Frank Coraci,Bella Thorne|Adam Sandler|Joel McHale,http://www.imdb.com/title/tt1086772/,2014-06-13
The Interview,Comedy,English,USA,2014,Evan Goldberg,James Franco|Randall Park|Anders Holm,http://www.imdb.com/title/tt2788710/,2014-11-21
Lucy,Action|Sci-Fi|Thriller,English,France,2014,Luc Besson,Scarlett Johansson|Morgan Freeman|Amr Waked,http://www.imdb.com/title/tt2872732/,2014-05-23
